id,text,foot_notes
1522,ߒ߬ߓߊ߬ ߞߏ߫ ߘߏ߲߰ߣߍ߲ ߠߎ߫ ߖߊ߲߬ߖߏ߲ ߠߎ߬ ߘߏ߫ ߟߋ߬ ߦߟߌߘߏ߲ ߞߍߣߴߌ ߟߊ߫ ߒ߬ ߓߟߏ߫ ߣߌ߲߬ ، ߣߴߏ߬ ߕߍ߫ ߸ ߌߟߋ ߣߴߌ ߟߊ߫ ߡߌ߬ߙߌ߲߬ߘߌ ߕߘߍ߬ ߡߴߏ߬ ߟߐ߲߫ ߣߌ߲߬ ߢߍ߫ ߞߘߐ߬ߡߊ߲߫ ، ߒ߬ߓߊ߬ ߌߟߋ ߌ ߡߎ߬ߢߎ߲߫ ߠߋ߬ ߸ ( ߞߵߌ ߟߊ߫ ߌ ߓߏ߲߫ ߓߌߢߍ ߘߌ߫ ߖߐ߫) ، ߓߊߏ߬ ߞߏ߫ ߟߊߓߊ߲ ߦߋ߫ ߝߊ߲ߕߊ߲ߞߟߊ ߟߎ߫ ߟߋ߬ ߕߊ ߘߌ߫.,
1523,ߊ߲ ߞߊ߬ ߊ߯ߘߌ ߟߎ߬ ߓߊߘߋ߲߫ ߤߎ߯ߘߎ߫ ߗߋ߫ ߊ߬ߟߎ߫ ߡߊ߬ ، ߏ߬ ߞߊ߲߫ ߞߏ߫ ߒ ߓߊߘߋ߲ ߠߎ߬ ߸ ߊߟߎ߯ ߊߟߊ߫ ߓߊ߬ߕߏ߬ ، ߡߊ߰ߙߌ߬ ߜߘߍ߫ ߕߴߊߟߎ߫ ߟߴߏ߬ ߡߍ߲ ߞߐ߫ ، ߊߟߎ߫ ߘߏ߲߬ ߕߍ߫ ߝߏߦߌ߬ ߘߌ߫ ߞߎ߲߬ߘߐ߬ߕߍ߰ߟߊ ߟߎ߬ ߞߐ߫.,
1524,ߞߏ߫ ߒ ߓߊߘߋ߲ ߠߎ߬ ߸ ߒߠߋ ߕߍ߫ ߊ߬ߟߋ߬ ߢߌ߲߬ ߛߙߊ߬ ߡߞߊߣߌ߲߫ ߠߴߊߟߎ߫ ߟߊ߫ ߸ ߓߊ ߒߠߋ ߛߊ߬ߙߊ ߕߍ߫ ߘߏ߫ ߜߘߍ߫ ߡߊ߬ ߝߏ߫ ߡߍ߲ ߞߊ߬ ߒ ߘߊ߲߫ ، ߦߊ߯ߟߊ߫ ߤߊ߲ߞߟߌ߫ ߟߋ߬ ߕߍ߫ ߊߟߎ߫ ߟߊ߫ ߓߊ߬؟.,
1525,ߞߏ߫ ߒ ߓߊߘߋ߲ ߠߎ߬ ߸ ߊߟߎ߫ ߦߝߊ߬ ߢߌߣߌ߲ ߞߍ߫ ߊߟߎ߫ ߡߊ߰ߙߌ ߟߊ߫ ߸ ߞߊ߬ ߓߊ߲߫ ߞߵߊߟߎ߫ ߖߘߍ߬ߟߊߛߊ߬ߦߌ߫ ߊ߬ ߡߊ߬ ، ߏ߬ ߓߊ߯ ߞߍ߫ ߊ߬ ߘߌ߫ ߡߐ߲ߕߐ߲ ߗߋ߫ ߊߟߎ߫ ߡߊ߬ ( ߖߌ ߘߌ߫ ) ߓߙߐߕߐߕߐ߫ ، ߊ߬ ߣߴߊ߬ ߘߴߊߟߎ߫ ߖߘߌ߫ ߝߊ߲߬ߞߊ߬ ߜߘߍ߫ ߟߊ߫ ߞߵߏ߬ ߟߴߊߟߎ߫ ߝߊ߲߬ߞߊ߬ ߞߘߐ ߞߊ߲߬ ، ߒ߬ߞߵߊߟߎ߫ ߞߊߣߵߊߟߎ߫ ߞߐߘߏ߲߬ ߞߊ߬ ߞߍ߫ ߛߐ߲߬ߡߊ ߟߎ߬ ߘߌ߫ ߘߋ߬.,
1526,ߊ߬ߟߎ߬ ߞߊ߲߫ ߞߏ߫ ߤߍ߲߬ ߌߟߋ߬ ߤߎ߯ߘߎ߫ ߸ ߌ ߡߊ߫ ߣߵߊ߲ ߡߊ߬ ߔߊߞߌ߫ ߘߌ߫ ߢߌ߲߬ ߘߌ߫ ߡߎߣߎ߲߬ ߘߋ߬ ، ߊ߲ߠߎ߫ ߘߏ߲߬ ߕߍߣߊ߫ ߒ߬ ߡߊ߰ߙߌ ߟߎ߬ ߕߏ߫ ߟߊ߫ ߦߋ߲߬ ߌߟߋ ߟߊ߫ ߞߎߡߊ ߞߏߛߐ߲߬ ، ߊ߲ ߜߎ ߕߍߣߊ߫ ߘߍ߲߬ߞߣߍ߬ߦߊ߬ ߟߴߌ ߡߊ߬ ߟߋ߬ ߘߍ߯.,
1527,ߊ߲ ߘߏ߲߬ ߕߍ߫ ߘߏ߫ ߜߘߍ߫ ߝߐ߫ ߟߊ߫ ߸ ߒ ߞߏ߫ ߝߏ߫ ߣߴߊ߲ ߡߊ߰ߙߌ ߘߏ߫ ߟߎ߫ ߣߐ߬ ߞߍ߫ ߘߊ߫ ߖߎ߯ߡߊ߲߫ ߞߍ߫ ߟߴߌ ߟߊ߫ ߞߍ߬ ߸ ( ߞߵߌ ߟߐ߬ ߝߊ߬ߕߐ߬ ߞߊ߲߬ ߝߐ ߟߊ߫) ، ߤߎ߯ߘߎ߫ ߞߊ߲߫ ߞߏ߫ ߒ ߧߋ߫ ߊߟߊ߫ ߞߍ߫ ߟߊ߫ ߒ ߛߙߋ ߘߌ߫ ߸ ߊߟߎ߫ ߖߍ߬ߘߍ ߝߣߊ߫ ߦߋ߫ ߛߙߋߦߊ߫ ߸ ߞߏ߫ ߒߠߋ ߣߍ߰ߓߐߣߍ߲߫ ߠߋ߬ ߊߟߎ߫ ߟߊ߫ ߛߏߡߦߊ߫ ߞߏ ߟߎ߬ ߘߐ߫ ߝߋߎ߫.,
1528,( ߊߟߎ߫ ߣߊ߬ ߡߍ߲ ߠߎ߫ ߕߊ߬ ߟߊ߫ ) ߞߵߊߟߊ߫ ߕߏ߫ ߦߋ߲߬ ߞߊ߬ߣߌ߲߫ ߸ ߊߟߎ߫ ( ߓߍ߯ ) ߟߊߘߍ߬ߣߍ߲ ߦߋ߫ ߒ ߘߓߊ߬ߙߌ߬ ߝߛߊߦߌ߫ ، ߊߟߎ߫ ߝߊ߲߭ ߞߊ߫ ߒ ߘߏ߲߰ߘߌ߫ ߟߋ߬.,
1529,ߒߠߋ ߛߍ߲߬ߓߍ߬ߣߍ߲߬ ߊߟߊ߫ ߟߋ߬ ߟߊ߫ ߸ ߒߠߋ ߡߊ߰ߙߌ ߣߴߊߟߎ߫ ߡߊ߰ߙߌ ߞߊ߬ߣߌ߲߫. ߡߊ߬ߛߍ߲߬ߛߍ߲߬ߓߊ߰ ߛߌ߫ ߕߍ߫ ߸ ߣߌ߫ ߡߍ߲ ߕߋ߲ߛߌ ߕߴߊ߬ ߓߟߏ߫ ، ߖߊ߯ߕߋ߬ ߸ ߒ ߡߊ߰ߙߌ ߦߋ߫ ߛߌߟߊ߫ ߕߋߟߋ߲ߣߍ߲ ߠߋ߫ ߞߊ߲߬.,
1530,ߣߴߊߟߎ߫ ߞߵߊߟߎ߫ ߞߐߘߏ߲߬ ߘߏ߲߬ ߸ ߒߠߋ ߗߋߣߍ߲߫ ߞߊ߲ ߡߍ߲ ߘߌ߫ ߸ ߒ ߞߏ߬ߣߌ߲ ߓߘߊ߫ ߓߊ߲߫ ߏ߬ ߟߊߛߋ߫ ߟߴߊߟߎ߫ ߡߊ߬ ، ߒ ߡߊ߰ߙߌ ߘߌ߫ ߡߌ߬ߙߌ߲߬ߘߌ߬ ߜߘߍ߫ ߞߍ߫ (ߊߟߎ߫) ߣߘߐ߬ߓߌߟߊ ߘߌ߫ ߸ ߡߍ߲ ߕߍ߫ ߊߟߎ߫ ߘߌ߫ ، ߊߟߎ߫ ߘߏ߲߬ ߕߴߊ߬ ߕߙߐ߫ ߝߏߦߌ߬ ߟߊ߫ ، ߓߊߏ߬ ߒ ߡߊ߰ߙߌ ߦߋ߫ ߞߏ ߓߍ߯ ߕߊ߲߬ߞߊ߬ߓߊ߮ ߟߋ߬ ߘߌ߫.,
1531,ߊ߲ ߠߊ߫ ߖߊ߬ߡߊߙߌ ߣߊ߬ߣߍ߲ ߸ ߊ߲ ߞߊ߬ ߤߎ߯ߘߎ߫ ߣߴߊ߬ ߝߍ߬ ߡߐ߯ ߘߍ߲߬ߞߣߍ߬ߦߊ߬ߣߍ߲ ߠߎ߬ ߟߊߞߛߌ߫ ߒ߬ ߠߊ߫ ߤߌߣߊ ߟߊ߫ ، ߊ߲ ߞߵߊ߬ߟߎ߫ ߔߏ߬ߘߏ߲߬ߞߌ߫ ߖߊ߲߰ߞߕߊ߬ ߖߎ߮ ߘߐ߫.,
1532,ߊ߯ߘߌ ߏ߬ ߟߎ߫ ߟߋ߫ ߞߵߊ߬ߟߎ߫ ߡߊ߰ߙߌ ߟߊ߫ ߘߊ߬ߟߎ ߟߎ߬ ߡߊߛߐ߬ߛߐ߬ ߸ ߞߵߏ߬ ߟߊ߫ ߞߋߟߊ ߟߎ߫ ߛߐ߬ߛߐ߫ ، ߊ߬ ߣߌ߫ ߞߊ߬ ߖߘߍ߬ߛߊ߰ߣߦߊ߬ߟߊ߫ ߞߊߝߋߜߍߟߍ߲ ߘߊ߬ߡߊ ߟߊ߫ ߖߊ߬ߡߊߙߌ ߟߊߓߊ߬ߕߏ߬.,
1533,ߏ߬ ߟߎ߫ ߣߐ߬ߝߍ߬ߜߍ߲߫ ߘߊ߫ ߘߊ߲ߞߊ ߟߋ߬ ߟߊ߫ ߘߎߢߊ߫ ߢߌ߲߬ ߘߐ߫ ߸ ߊ߬ ߣߌ߫ ߟߐ߬ߓߊ ߟߏ߲ ߝߣߊ߫ ߘߐ߫. ߞߏ߬ߞߏ߫ ߊ߯ߘߌ ߟߎ߫ ߟߋ߫ ߓߊ߲߬ ߘߴߊ߬ߟߎ߫ ߡߊ߰ߙߌ ߘߐ߫ ߞߍ߬؟ ߞߏ߬ߞߏ߫ ߤߎ߯ߘߎ߫ ߡߌ߬ߙߌ߲߬ߘߌ߫ ߊ߯ߘߌ ߟߎ߫ ߟߋ߬ ߦߙߐߡߊߖߊ߲߬ߧߊ߬ ߘߊ߫ ߞߍ߬ ߞߵߊ߬ߟߎ߬ ߞߍ߫ ߞߎ߲߫؟.,
1534,ߊ߲ ߞߊ߬ ߛߊ߬ߡߎ߯ߘߊ ߟߎ߬ ߓߊߘߋ߲߫ ߛ߫ߊ߯ߟߌߤߎ߫ ߗߋ߫ ߊ߬ߟߎ߫ ߡߊ߬ ، ߏ߬ ߞߊ߲߫ ߞߏ߫ ߒ ߓߊߘߋ߲ ߠߎ߬ ߸ ߊߟߎ߯ ߊߟߊ߫ ߓߊ߬ߕߏ߬ ߸ ߡߊ߰ߙߌ߬ ߜߘߍ߫ ߕߴߊߟߎ߫ ߟߴߏ߬ ߡߍ߲ ߞߐ߫ ، ߏ߬ ߟߋ ߞߵߊߟߎ߫ ߘߊ߲߫ ߘߎ߱ ( ߝߊ߬ߘߌ ) ߘߐ߫ ߸ ߞߵߊߟߎ߫ ߡߊߞߍ߫ ߊ߬ ߘߐ߫ ، ߒ߬ߓߵߊߟߎ߯ ߦߝߊ߬ ߢߌߣߌ߲ ߞߍ߫ ߏ߬ ߟߋ ߟߊ߫ ߸ ߞߵߊߟߎ߫ ߖߘߍ߬ߟߊߛߊ߬ߦߌ߫ ߊ߬ ߡߊ߬ ، ߖߊ߯ߕߋ߬ ߸ ߒߠߋ ߡߊ߰ߙߌ ߦߋ߫ ߡߊ߬ߛߎ߬ߘߎ߲߬ߧߊ߬ߓߊ߯ ߘߌ߫ ߸ ߊ߬ ߦߋ߫ ߖߋ߬ߓߟߌ߬ߟߊ߫ ߘߌ߫.,
1535,ߊ߬ߟߎ߬ ߞߊ߲߫ ߞߏ߫ ߤߍ߲߬ ߌߟߋ߬ ߛ߫ߊ߯ߟߌߤߎ߫ ߸ ߌ ߕߘߍ߬ ߒ߬ߠߎ߬ ߘߐ߫ ߖߋ߰ߦߊ߬ߕߌ߯ ߟߋ߬ ߘߌ߫ ߣߌ߲߬ ߢߍ߫ ، ߦߊ߯ߟߊ߫ ߌ ߦߴߊ߬ ߝߍ߬ ߟߋ߬ ( ߛߌߛߍ߲߬ ) ߓߊ߬ ߞߵߊ߲ ߝߊߕߊ߲ߕߌ߫ ߞߏ߫ ߊ߲ ߞߊߣߊ߬ ߒ߬ ߝߊ߬ ߟߎ߬ ߟߊ߫ ߝߋ߲߫ ߓߊ߬ߕߏ߬ߕߊ ߟߎ߫ ߓߊ߬ߕߏ߬؟ ߌ ߘߏ߲߬ ߦߋ߫ ߒ߬ ߞߟߌ߫ ߟߊ߫ ߝߋ߲ ߡߍ߲ ߡߊ߬ ߣߌ߲߬ ߸ ߏ߬ ߛߌߞߓߊ ߟߵߊ߲ ߘߐ߫ ߕߋ߲߬ ߛߌߞߊ߫.,
1536,ߊ߬ ߞߵߊ߬ߟߎ߫ ߖߋ߬ߓߌ߬ ߞߏ߫ ߒ ߓߊߘߋ߲ ߠߎ߬ ߸ ߊߟߎ߫ ߢߊ߯ ߊ߬ ߟߊ߫ ߓߊ߬ ߸ ߣߴߊ߬ ߕߘߍ߬ ߘߊ߫ ߒߠߋ ߦߋ߫ ߔߊߞߌ ߟߋ߫ ߞߊ߲߬ ߞߊ߬ ߝߘߊ߫ ߒ ߡߊ߰ߙߌ ߟߊ߫ ߸ ߏ߬ ߘߏ߲߬ ߓߘߴߊ߬ ߖߍ߬ߘߍ ߟߊ߫ ߤߌߣߊ ߘߏ߫ ߘߌ߫ ߒߠߋ ߡߊ߬ ߸ ߖߍߣߍ߲ ߞߍߕߐ߫ ߒߠߋ ߘߍ߬ߡߍ߲߬ ߠߊ߫ ߞߊ߬ ߓߐ߫ ߊߟߊ߫ ߓߟߏ߫ ߣߌ߫ ߒ ߞߵߊ߬ ߞߎ߬ߕߊ߬؟ ߊߟߎ ߘߏ߲߬ ߕߍߣߊ߬ ߒߠߋ ߖߘߌ߫ ߟߊ߫ ߝߏߦߌ߬ ߟߊ߫ ߝߏ߫ ߟߊ߬ߓߣߐ߬ߟߌ.,
1537,ߞߏ߫ ߒ ߓߊߘߋ߲ ߠߎ߬ ߸ ߊߟߊ߫ ߟߊ߫ ߢߐ߯ߡߍ߫ ߡߛߏ ߟߋ߫ ߣߌ߲߬ ߸ ߞߵߏ߬ ߞߍ߫ ߊߟߎ߫ ߦߋ߫ ߡߊ߲߬ߕߊߣߌ߲߫ ߘߌ߫. ߒ߬ߞߵߊߟߎ߫ ߦߴߏ߬ ߕߏ߫ ߊ߬ ߦߴߊ߬ ߘߡߊߢߌߣߌ߲߫ ߊߟߊ߫ ߟߊ߫ ߘߎ߱ ߞߊ߲߬ ߸ ߊߟߎ߫ ߞߊߣߊ߬ ߡߊ߰ ߊ߬ ߟߊ߫ ߖߎ߯ߡߊ߲߫ ߘߌ߫ ߘߋ߬ ، ߓߊ ߖߊ߲߰ߞߕߊ߫ ߞߎ߲߬ߘߐ߬ߛߎߘߎ߲ ߘߴߊߟߎ߫ ߡߌ߬ߘߊ߫ ߏ߬ ߘߐ߫ ߟߋ߬ ߘߍ߯.,
1538,ߞߏ߬ߣߵߊ߬ߟߎ߫ ߞߵߊ߬ ߥߙߐ߬ߛߐ ߟߎ߫ ߕߍ߰ ߞߵߊ߬ ߝߊ߰ ، ߛ߫ߊߟߌߤߎ߫ ߞߊ߲߫ ߞߏ߫ ߒ߬ߓߊ߬ ߊߟߴߊߟߎ߫ ߘߊ߰ߡߎ߲߬ ߊߟߎ߫ ߟߊ߫ ߟߎ ( ߟߎ߬ ) ߞߣߐ߫ ߕߟߋ߬ ߛߓߊ߬ ( ߘߐߙߐ߲߫ ) ߞߘߐ߫ ، ߏ߬ ߘߏ߲߬ ߦߋ߫ ߛߙߊߕߌ߫ ߟߋ߬ ߘߌ߫ ߡߍ߲ ߕߍߣߊ߬ ߝߘߏ߬ ߟߊ߫.,
1539,ߊ߲ ߠߊ߫ ߖߊ߬ߡߊߙߌ ߣߊ߬ߣߍ߲ ߸ ߊ߲ ߞߊ߬ ߛ߫ߊߟߌߤߎ߫ ߣߴߊ߬ ߝߍ߬ ߡߐ߯ ߘߍ߲߬ߞߣߍ߬ߦߊ߬ߣߍ߲ ߠߎ߬ ߟߊߞߛߌ߫ ߒ߬ ߠߊ߫ ߤߌߣߊ ߟߊ߫ ߞߊ߬ ߓߐ߫ ߏ߬ ߟߏ߲ ߘߐ߯ߦߡߊ ߡߊ߬ ، ߖߊ߯ߕߋ߬ ߸ ߌ ߡߊ߰ߙߌ ߟߋ߫ ߝߊ߲߬ߞߊ߬ߡߊ߫ ߣߌ߬ߣߌ߬ߟߊ ߘߌ߫.,
1540,ߘߊ߬ߡߊ߲߬ߛߊ߫ ߛߊ߬ߝߍ߬ ߞߊ߲߬ ߞߋߟߋ߲߫ ߞߊ߬ ߕߐ߬ߢߍ߰ߒߕߋ ߟߎ߫ ߡߌ߬ߘߊ߬ ، ߏ߬ ߞߍ ߸ ߊ߬ߟߎ߬ ߓߌߘߌ߲ߣߍ߲ ߞߊ߬ ߘߎ߬ߛߊ ߟߊߜߍ߫ ߊ߬ߟߎ߬ ߟߊ߫ ߟߎ ߟߎ߬ ߞߣߐ߫ ߛߊ߲ߞߌߘߊ߲߫.,
1541,ߞߵߊ߬ ߞߍ߫ ߦߏ߫ ߊ߬ߟߎ߫ ߕߎ߲߬ ߕߴߦߋ߲߬ ߞߘߐ߬ߡߊ߲߫ ، ߞߏ߬ߞߏ߫ ߛߊ߬ߡߎߘߊ ߟߎ߫ ߟߋ߫ ߞߵߊ߬ߟߎ߫ ߓߊ߲߬ ߊ߬ߟߎ߫ ߡߊ߰ߙߌ ߘߐ߫ ߞߍ߬؟ ߞߏ߬ߞߏ߫ ߛߊ߬ߡߎߘߊ ߟߎ߫ ߟߋ߬ ߦߌߟߡߊߖߊ߲߰ߧߊ߬ ߘߊ߫ ߞߍ߬ ߞߵߊ߬ߟߎ߬ ߞߍ߫ ߞߎ߲߫؟.,
1542,ߊ߲ ߠߊ߫ ( ߞߋ߲ߛߐ߲߫ ) ߞߋߟߊ ߟߎ߫ ߣߊ߬ ߘߊ߫ ߌߓߎ߬ߙߊ߬ߤߌߡߊ߫ ߡߊ߬ ߘߟߊߝߎߟߌ ߘߌ߫ ، ߊ߬ߟߎ߫ ߞߵߊ߬ ߞߐ߲߬ߘߐ߲߬ ߞߏ߫ ߖߐ ߦߴߌ ߡߊ߬ ، ߊ߬ ߝߣߊ߫ ߞߵߊ߬ߟߎ߫ ߝߏ߬ ߞߏ߫ ߖߐ ߦߴߊߟߎ߫ ߡߊ߬ ، ߏ߬ ߡߊ߫ ߡߍ߲߫ ߸ ߊ߬ ߣߊ߬ ߘߊ߫ ( ߊ߬ߟߎ߫ ߝߊ߲߬ߘߊ ߞߍ߫ ) ߕߎߙߊߣߍ߲߫ ( ߛߓߏ ) ߦߌߟߊ߲ߣߍ߲ ߘߌ߫.,
1543,ߊ߬ ߣߵߊ߬ ߦߋ߫ ߟߊ ߊ߬ߟߎ߬ ߓߟߏ ߕߍ߫ ߡߊ߰ ߟߊ߫ ‹ ߛߏ߬ߓߏ› ߟߊ߫ ߸ ߊ߬ߟߎ߬ ߟߊ߫ ߞߏ ߘߐߝߌ߲߬ ߘߴߊ߬ ߡߊ߬ ߸ ߊ߬ ߣߴߊ߬ ߡߛߌ߬ߡߛߌ߬ ߘߴߊ߬ߟߎ߬ ߢߍߛߌߟߊ߲ߢߍ ߘߌ߫ ߡߢߍߡߢߍ߫ ، ߏ߬ ߟߎ߬ ߞߊ߲߫ ߊ߬ ߡߊ߬ ߞߴߌ ߞߊߣߊ߬ ߛߌߟߊ߲߫ ߠߋ߬ ߞߟߋ߫ ، ߒ߬ߠߎ߬ ߗߋߣߍ߲߫ ߟߎߕߌ߫ ߟߊ߫ ߡߌ߬ߙߌ߲߬ߘߌ ߟߋ߬ ߞߊ߲ߡߊ߬.,
1544,ߌߓߎ߬ߙߊ߬ߤߌߡߊ߫ ߡߏ߬ߛߏ ߟߐ߬ߣߍ߲ ߦߟߍ߫ ߘߊ߫ ، ߏ߬ ߞߍ ߊ߲ ߞߊ߬ ߒ߬ ߘߟߊߝߎ߬ ߏ߬ ߦߋ߫ ߌߛߌ߬ߤߊ߯ߞߊ߫ ( ߡߏߦߌ߫ ߞߏ ) ߟߊ߫ ، ߊ߬ ߣߌ߫ ߦߊ߬ߞߎߓߊ߫ ߝߣߊ߫ ( ߡߏߦߌ߫ ߞߏ ) ߟߊ߫ ߸ ߌߛߌ߬ߤߊ߯ߞߊ߫ ߞߐ߫.,
1545,ߡߏ߬ߛߏ ߞߊ߲߫ ߞߏ߫ ߛߓߊߞߎߘߊ߫ ߸ ߌ߬ߦߏ߯ ߒߠߋ ߡߏߦߌ߫ ߸ ߒߠߋ ߡߛߏ߬ߞߘߐ߬ߕߐ؟ ߒ ߗߍ߬ ߣߌ߲߬ ߝߣߊ߫ ߦߋ߫ ߗߍ߬ߡߐ߰ ߞߓߐߞߓߐ ߘߌ߫؟ ߏ߬ ߘߏ߲߬ ߦߋ߫ ߞߏ߫ ߡߊߞߓߊߣߍ߲߫ ߘߌ߫ ߘߋ߬߹.,
1546,‹ ߡߟߍ߬ߞߊ › ߟߎ߬ ߞߊ߲߫ ߞߏ߫ ߌ ߦߋ߫ ߞߓߊ߫ ߟߴߊߟߊ߫ ߟߊ߫ ߥߊߟߌߢߊ ߟߋ߬ ߘߐ߫؟ ߊߟߊ߫ ߟߊ߫ ߤߌߣߊ ߣߴߊ߬ ߟߊ߫ ߓߙߊߞߊ ߟߎ߫ ߟߋ߬ ߘߏ߲߬ ߦߴߊߟߎ߫ ߓߏ߲߫ ߘߏ߲ߞߏ ߟߎ߫ ߡߊ߬ ، ߊߟߊ߫ ߘߏ߲߬ ߦߋ߫ ߕߊ߲߬ߘߏ߬ߕߊ߫ ߘߌ߫ ߊ߰ ߡߌ߬ߙߌ߲߬ߡߊ߫ ߘߌ߫.,
1547,ߕߎ߬ߡߊ ߡߍ߲ ߛߌߟߊ߲ ߓߐ߫ ߘߊ߫ ߌߓߎ߬ߙߊ߬ߤߌߡߊ߫ ߟߊ߫ ߞߊ߬ ߘߟߊߝߎߟߌ ߛߍߥߊ ߣߵߊ߬ ߡߊ߬ ߸ ߊ߬ ߞߊ߬ ߒ߬ ߘߊߘߐߝߙߊߢߐ߲߯ߦߊ ߘߊߡߌ߬ߣߊ߬ ߟߎ߯ߕߌ߫ ߟߊ߫ ߡߌ߬ߙߌ߲߬ߘߌ ߛߟߏ߬ߣߊ߬ ߞߏ ߘߐ߫.,
1548,ߖߊ߯ߕߋ߬ ߸ ߌߓߎ߬ߙߊ߬ߤߌߡߊ߫ ߞߍ߫ ߘߊ߫ ߡߎ߬ߢߎ߲߬ߓߊ߯ ߖߘߍ߬ߡߊ߬ߞߌ߬ߣߌ߲߬ߞߌ߬ߣߌ߲߬ߠߊ ߖߘߍ߬ߟߛߊ߬ߦߌ߬ߟߊ߫ ߟߋ߬ ߘߌ߫.,
1549,( ߏ߬ ߟߎ߬ ߞߊ߲߫ ߞߏ߫ ) ߌߟߋ߬ ߌߓߎ߬ߙߊ߬ߤߌߡߊ߫ ߸ ߌ ߞߐߘߏ߲߬ ( ߛߟߏ߬ߣߊ߬ߟߌ߬ ߞߏ ) ߢߌ߲߬ ߠߊ߫ ߝߋߎ߫ ߸ ߓߊ ߌ ߡߊ߰ߙߌ ߟߊ߫ ߖߊ߬ߡߊߙߌ ߓߘߊ߫ ߓߊ߲߫ ߣߊ߬ ߟߊ߫ ، ߏ߬ ߘߐ߫ ߸ ߖߊ߲߰ߞߕߊ ߣߊ߬ߕߐ߫ ߟߴߊ߬ߟߎ߫ ߡߊ߬ ߛߍߣߍ߲߬ ߡߍ߲ ߕߍ߫ ߟߊߛߊ߬ߦߌ߬ ߟߊ߫.,
1550,ߕߎ߬ߡߊ ߡߍ߲ ߊ߲ ߠߊ߫ ߞߋߟߊ ߟߎ߫ ߣߊ߬ ߘߊ߫ ߟߎߕߌ߫ ߡߊ߬ ߸ ߊ߬ ߛߎ߬ߣߎ߲߬ ߘߴߊ߬ߟߎ߬ ߟߊ߫ ߞߏ߫ ߟߊ߫ ߸ ߞߵߊ߬ ߛߣߐ߬ߡߍ ߛߌ߬ߕߌ߫ ߊ߬ߟߎ߫ ߝߍ߬ ߞߏߛߓߍ߫ ، ߊ߬ ߞߊ߲߫ ߞߏ߫ ߓߌ߬ ߦߋ߫ ߟߏ߲߫ ߜߍߟߍ߲߫ ߠߋ߬ ߘߌ߫ ߘߋ߬.,
1551,ߘߊ߬ߡߊ߲߬ߛߊ߫ ߸ ߊ߬ ߡߌ߬ߙߌ߲߬ߘߌ ߟߎ߬ ߞߊߟߌߦߊߡߍߣߍ߲ߕߐ ߣߊ߬ ߘߴߊ߬ ߡߊ߬ ، ߞߘߐ߬ߡߊ߲߫ ߘߏ߲߬ ߸ ߊ߬ߟߎ߫ ߕߘߍ߬ ߖߎ߯ߡߊ߲ ߠߎ߫ ߟߋ߬ ߞߍ߫ ߟߊ߫ ، ߟߎ߯ߕߌ߫ ߞߊ߲߫ ߊ߬ߟߎ߫ ߡߊ߬ ߞߏ߫ ߒ ߓߊߘߋ߲ ߠߎ߬ ߸ ߒ ߘߋ߲ߡߛߏ ߟߎ߫ ߟߋ߬ ߣߌ߲߬ ، ߏ߬ ߟߎ߬ ߛߊߣߌ߲ߡߊ߲߫ ߊߟߎ߫ ߦߋ߫ ، ߒ߬ߓߵߊߟߎ߫ ߦߴߊߟߎ߫ ߝߊ߲ߕߊ߲߬ߞߵߊߟߊ߫ ߡߊ߬ ߘߋ߬ ߸ ߊߟߎ߫ ߘߏ߲߬ ߞߊߣߊ߬ ߒ ߠߊߡߊ߬ߟߏ߬ߦߊ߫ ߒ ߠߊ߫ ߟߏ߲ߟߊ߲ ߠߎ߬ ߦߋ߫ ߘߋ߬ ، ߦߊ߯ߟߊ߫ ߗߍ߬ ߤߊ߲ߞߟߌߡߊ߫ ߕߴߊߟߎ߫ ߘߐ߫ ߓߊ߬؟.,
1552,ߊ߬ߟߎ߬ ߞߊ߲߫ ߞߴߌ ߜߎ ߞߵߊ߬ ߟߐ߲߫ ߞߏ߫ ߡߊ߬ߞߏ߬ ߛߌ߫ ߕߍ߫ ߒ߬ߠߎ߬ ߟߊ߫ ߞߵߊ߬ ߟߐ߬ ߌ ߘߋ߲ߡߛߏ ߟߎ߫ ߡߊ߬ ، ߌ ߞߵߊ߬ ߟߐ߲߫ ߛߋߚߋ߫ ߊ߲ ߧߋ߫ ߡߍ߲ ߝߍ߬.,
1553,ߟߎ߯ߕߌ߫ ߞߊ߲߫ ߞߏ߫ ߥߟߊߞߏ߫ ߝߊ߲߬ߞߊ߫ ߕߘߍ߬ ߦߋ߫ ߞߍ߫ ߒ ߠߴߊߟߎ߫ ߡߊ߬ ، ߥߟߊ߫ ߒ ߕߘߍ߬ ߦߋ߫ ߒ ߝߙߊ߬ ߡߌ߬ߙߌ߲߬ߘߌ߬ ߜߍߟߍ߲ ߘߏ߫ ߟߊ߫.,
