id,text
2711,"<p lang=""en"">This verse refers to people’s utterances regarding the Hereafter—some implicit and others explicit. Sometimes a man is so completely engrossed in worldly pursuits, that he seems to become forgetful of the Hereafter, as if he considered it to be only a remote possibility. And, sometimes it happens that his neglect of the Hereafter takes him to the extreme limit of arrogance, to the extent that he is outspoken, openly expressing the view that one should seize upon whatever one can today, and not lose today’s certain benefits for the sake of tomorrow’s imaginary gains. Such people deride the Prophet by saying that he is an imposter who misrepresents God. Utterances such as these give people a reason for neglecting and ignoring the preacher of Truth.</p>"
2714,"<p lang=""en"">The declaration of truth for which a prophet of God makes his appearance is the most serious reality of this world. But the prophet announces this reality only in the form of reasoning. The real believers are those who recognise the truth at a rational level and surrender themselves to it. When a group conclusively proves that it is not capable of recognising the Truth in the form of reasoning, God reveals the Truth in the form of  a blast (saihah). The Truth becomes such a loud roar that nobody has the strength to face it. But, when this stage is reached, i.e. when Truth appears in the shape of the roar, it is the hour of retribution and not an opportunity for the acceptance of the Truth. All that is left for man to do then, is to repent and pay for his foolishness for all eternity. For, despite seeing, he was blind, and despite hearing, he was dumb to the voice of Truth.</p>"
2794,"<p lang=""en"">This chapter was revealed in the year 6 A.H., after the campaign of Banu al-Mustaliq. A minor incident took place during this campaign, which the hypocrites of Madinah chose to misrepresent in order to defame ‘A’ishah, the Prophet’s wife, and create trouble for the Prophet Muhammad. In this chapter, on the one hand, ‘A’ishah has been completely exonerated, and on the other hand, legal provisions to be enforced under similar social circumstances, have been laid down. In Islamic law, zina i.e. an illicit sexual relationship (which includes in its definition fornication, adultery and rape) is an extremely serious offence. Giving a hundred lashes to a man or woman indulging in adultery is the punishment prescribed for illicit relations between unmarried persons. The purpose of meting out punishment in public is to add a deterrent aspect to the penal provision. The idea is that, after seeing the fate of the guilty persons in question, anyone who has any intention of committing such a crime will desist from doing so. If men or women guilty of illicit sexual relations repent and reform after punishment, they may again resume the lives of believers. But, if they fail to do so, they can no longer be accepted in Islamic society as being fit for marital relations.</p>"
2796,"<p lang=""en"">If adultery is declared a serious crime, it follows, logically, that falsely accusing a person of adultery must be considered a serious crime too. Therefore, it is laid down that one who accuses another of adultery without being able to prove it, (as prescribed by the rules of the Islamic law), should be whipped eighty times. Moreover, his evidence should be treated thereafter as entirely unacceptable, and, according to the Hanafi School of jurisprudence, the evidence of such a transgressor may never again be legally accepted, even if he repents. Levelling false allegations against anyone is, in fact, an attempt at moral assassination. Severe punishments are prescribed in Islam for such an offence. Even if a wrongdoer escapes punishment in this world, he cannot in any case escape punishment in the life Hereafter, unless he repents and seeks God’s pardon.</p>"
2800,"<p lang=""en"">One of the issues, which is given special emphasis, is that of a man who, without having any witness to prove his case, accuses his wife of going astray; there is only his word for it. In such a case, the matter shall be decided by the taking of oaths, a legal procedure termed la‘an under the Islamic law. If a man takes an oath in the prescribed manner, and the woman does not protest— thus accepting the man’s contention, the aforesaid punishment shall be imposed on the woman. But, if the woman too states under oath that she is innocent, then no punishment shall be imposed on her. However, separation of the husband and wife shall be enforced.</p>"
2801,"<p lang=""en"">Matters pertaining to social relations are extremely complex. If the legislation in these matters were left entirely to man, he would emphasize one aspect to the detriment of the other aspects. Divine law, however, simultaneously takes care of all aspects of these matters. Seen from this point of view, divine law is a provision of great mercy bestowed by God upon man.</p>"
2802,"<p lang=""en"">If a preacher is really treading the path of Truth, then any false propaganda issued against him in fact proves useful to him, because the Truth is ultimately bound to prevail. And when the reality becomes clear, it becomes even more evident that the preacher is on the right path, so that those wavering on this score enter the realm of certainty. They come to realize that indeed the opponents of God’s envoy have nothing to offer except false allegations and baseless accusations. The main active participant in the campaign to vilify ‘A’ishah was the notorious hypocrite, ‘Abdullah ibn Ubayy. But he was not given any punishment whatsoever. He died a natural death, but severe punishment in the Hereafter was announced for him in the Quran. After the incident mentioned above, ‘Umar suggested to the Prophet Muhammad that he, (‘Abdullah ibn Ubayy), be put to death. The Prophet replied, ‘Oh, ‘Umar! What would happen if people started saying that Muhammad killed his own Companions?’ We gather from this that policy considerations sometimes warrant even major criminals being spared the punishment they deserve in this world, leaving their ultimate fate to be decided in the Hereafter.</p>"
2804,"<p lang=""en"">Every right-minded believer must think well of his fellow believer. Entertaining bad opinions about others is actually exposing one’s own evil nature and, conversely, holding a good opinion about others is a proof of one’s own righteous nature. The correct procedure is that whenever anyone speaks ill of any other person, proof should immediately be demanded of him. One who hears such an allegation should not simply start repeating it to others. On the contrary, he should ask the informer to furnish evidence according to the Islamic law to prove that he is right. What he has to say may be worth considering only if he produces witnesses, otherwise he himself becomes the guilty person. Nobody has the right to hold anyone guilty without proof.</p>"
2807,"<p lang=""en"">The role of the Prophet Muhammad was that of a preacher of Truth. The position of a preacher, or da‘i, is always extremely delicate. Even a slight mistake on his part can damage his entire mission. Those who lent an ear to baseless slander concerning a Muslim lady, namely ‘A’ishah, and started spreading it all around, were thus acting in a highly irresponsible manner. Had it not been for the timely refutation of the allegations—by direct intervention of God—this would have caused irreparable loss to Islam. Muslims would then have been divided into two groups and would have started fighting against each other. The community, which, according to God’s plan, was to serve as a means of eliminating the prevalence of polytheism from the world, would have destroyed itself in an internecine war.</p>"
2810,"<p lang=""en"">Criticism may therefore be legitimate or illegitimate. While the former is supported by strong arguments, the latter lacks any factual basis and must be refrained from. In practice, when it is an opponent against whom allegations are made, no great need is felt for any further investigation. The allegations are unquestioningly accepted and the story is spread far and wide. This is not only irresponsible, but is also a serious offence, which is punishable both in this world and the world Hereafter.</p>"
2812,"<p lang=""en"">To follow in the footsteps of Satan means acting upon his secret evil promptings. When for no reason at all the mind of an individual is suddenly flooded by feelings of suspicion, when a man begins harbouring negative thoughts about his opponents, it is the insidious work of Satan. Therefore, when such thoughts and feelings take shape, man should, instead of cultivating them, immediately root them out from his heart. To cultivate such feelings amounts to following Satan.To raise a hue and cry against others is inconsistent with humility. There are certain individuals who have very high opinions of themselves, while holding unduly bad opinions about others. Neither trait is in consonance with faith. If a man cultivates faith-oriented humbleness, he becomes so engrossed in introspection that he has absolutely no time to engage himself in unfair criticism of others or in calling others to account.</p>"
2813,"<p lang=""en"">‘A’ishah’s father, Abu Bakr, had been giving financial help to Mistah ibn Uthatha, a poor migrant from Makkah, who was a distant relative of his. But when the latter actively spread slander against ‘A’ishah, Abu Bakr was naturally hurt by this and vowed that he would never again help Mistah in any way. In Islam, help is to be given to needy persons on account of their being needy and not on any other grounds. Therefore, the aforementioned Quranic verses were revealed ordering that those who could should not stop giving monetary help to those in need on account of personal grudges. They were asked whether they did not want to be pardoned by God and told that if they expected God’s forgiveness, they too should adopt a forgiving attitude towards others. On hearing this verse, Abu Bakr said: ‘Yes ! By God! We want You to forgive us; O! Lord of ours!’ and he started helping Mistah once again. In the eyes of a believer, God’s commands are of the utmost importance. As soon as a believer becomes aware of God’s injunction, he submits to it, even though it may be entirely against his wishes.</p>"
2856,"<p lang=""en"">“The distinguisher” is the literal translation of ‘al-furqan’, which is the criterion for distinguishing between truth and falsehood. In this context “the distinguisher” means the Quran. God is all knowing and all aware and also the Absolute Sovereign.  Revelation of the Book, on behalf of God, has two aspects to it. One is that it is certainly true and there is no doubt about its authenticity. The other is that, acceptance or denial of it cannot have the same outcome. God alone is the Possessor of all Powers. Nobody can influence His decision and nobody can intervene between Him and His decisions. This very fact ensures that one who adopts the Quran as his mentor, will be successful, while one who ignores it will find it impossible to save himself from failure, which is the fate ordained by God for one who ignores the Truth.</p>"
2861,"<p lang=""en"">Those who denied the truth used to denigrate the Quran as a false testament, but in fact the target of their allegation was the Prophet Muhammad. The Prophet appeared to them as an ordinary man. They were unable to understand how an ordinary man could be the possessor of an extraordinary Book. The Quran touches upon various topics of a historical, psychological and social nature, etc., but no factual error has ever been pointed out in it. This proves that the Quran was authored by a Being who is aware of the secrets of the universe to the fullest extent. Had it not been so, the Quran also would have been full of mistakes—as are found in other man-made books. This fact in itself is the greatest argument in favour of the Quran being a Book of God. Those who make baseless statements against the Quran, are indulging in undue bravado. Such people will definitely be seized upon by God. However, if they come back to the right path, it is not God’s way to take revenge after their repentance. God looks at the individual’s present and not his past.</p>"
2864,"<p lang=""en"">Every preacher giving the call for Truth has had to face the same experience, as that of a Prophet. While his contemporaries looked down upon him with contempt, the people of succeeding ages venerated the preacher like a god. This is so because during his lifetime, a prophet lives the life of an ordinary human being and his contemporaries therefore fail to appreciate the wisdom he propagates. They see him cast in an overly idealized form, wearing the halo conferred by legend, and therefore, feel obliged to pay homage to him and glorify him in an exaggerated manner. The minds of succeeding generations develop such deep-seated notions about the extraordinary greatness of the prophet, that nobody is held superior to or even at par with him. A living prophet, however, is treated scornfully by the majority of his contemporaries. The few who develop a reasoned understanding of his message are also ‘advised’ to disassociate themselves from one who is “possessed”. Having no rational arguments, the unrelenting contemporaries of a prophet, resort to unfair vilification of his image so as to curb the preaching of his message.</p>"
2871,"<p lang=""en"">The opponents of Truth frequently make the character of the preacher of Truth their target. In order to prove him untrustworthy, they indulge in all sorts of slander. Thus they give the impression that they would have accepted what the preacher had to say, had he been up to their standard. But this is not correct. Their real problem is not that they do not find the preacher of truth trustworthy. Their real problem is that they have no fear of the reckoning of Judgement Day. Therefore, they go on casting aspersions in an irresponsible manner. The matter of Truth and untruth is important because they will be examined on this basis in the life hereafter. Those who are fearless about being censured in the Hereafter are consequently not serious about Truth or untruth. And when a man is not serious about something, he does not realise its importance, though numerous arguments may be advanced in its support. The meaningless utterances of such people will cease only when the terrible roar of Doomsday snatches away their words.</p>"
2874,"<p lang=""en"">The Quranic commentator Ibn Kathir explains the reminder when he writes,  ‘They forgot the message You had sent to them through the messengers (prophets) about worshipping You alone and no other.’ The addressee communities of the various prophets were not deniers of the truth or polytheists per se. The prophets sent to them had brought to them the message of worshipping one God alone. But, with the passage of time, they became engrossed in worldly affairs, and developed the belief that  their elders and prophets, etc. would become the intermediate means of obtaining God’s pardon. But, on the Day of Judgement, all such beliefs will prove false. At that time, people will come to know that the only saviour from God’s reckoning is God Himself and no other.</p>"
2875,"<p lang=""en"">The initial addressees of the Quran were those who accepted as their prophets Noah, Abraham, Ishmael, Moses and others. Despite this, they refused to accept Muhammad. One of the reasons for this is that people of later ages always devise, of their own accord, legendary accounts of their past prophets with a view to glorifying them. In the light of these stories, the personality of their past prophet assumes an almost magical character. Subsequently, when the contemporary prophet comes before them, he strikes them as being an ordinary human being. In their minds, on the one hand, there is the image of the past prophet who appears to them as a superhuman personality, while on the other hand, there is the present, living prophet who appears to them simply in the form of a human being. In the light of this comparison, they find themselves unable to believe in the present prophet. While accepting the institution of prophethood, they reject the prophet. For the disbelievers, the Prophet and the believers are a source of trial, and for the Prophet and the believers the disbelievers are a source of trial. The trial of those who deny the truth is that they should be able to recognise the latent greatness in the apparently ordinary appearance of the prophet, while for the believers it is that they should not lose patience with the meaningless and provocative utterances of the unbelievers.</p>"
2879,"<p lang=""en"">Those who demand, as a precondition, the physical appearance of God and His angels, before they accept a missionary’s message, are not really sincere about it. Frivolous in their attitude, they do not know the implication or meaning of the appearance of God and His angels. The fact is that it is only when the Truth is revealed  through a preacher of truth that they will have an opportunity to accept it. The moment Truth shows itself by the appearance of God and His angels, it will be the time for reckoning and judgement, and not the time for acceptance. Many people labour under the misapprehension that on Judgement Day, when God asks them about their deeds, they will escape His verdict by showing off some good deed of theirs and by saying that they have the patronage of some saint or the other. But, on Judgement Day, all this wishful thinking will vanish into thin air, as if a drop of water had fallen on a red hot iron sheet and disappeared. On that Day, only righteous deeds will be of avail, and not false hopes.</p>"
2886,"<p lang=""en"">Whenever a preacher of the Truth calls for its acceptance, those who represent untruth in the name of Truth, become his enemies. They raise a variety of objections and try to cast doubt upon his veracity.  In so doing, they are successful in winning wide support. On the Day of Judgement, those who,  taken in by the assertions of false leaders, and not having co-operated with the preacher of Truth, will clearly see that the arguments of their leaders had no real basis in fact. They were simply false objections which they had accepted, as they suited their self-interests, and they had used them as excuses for distancing themselves from the Truth. On the Day of Reckoning they will regret having been taken in by the false arguments of their leaders and not supporting the preacher of God’s word.</p>"
2889,"<p lang=""en"">When the Quran was revealed, it was not revealed all at once, but part by part over a period of 23 years. Those who denied the truth made this an excuse to say that this was a man-made book and not the book of God, because it would not have been difficult for God to prepare the whole book at one time. It was clarified that the Quran was not simply the work of any author. It was a divine proclamation of the Truth. One of the strategies of preaching God’s will is that it is presented to people gradually, so that it progressively takes root in society. Every objection against such activity—which is based on perfect Truth—is a false one. Whenever such an objection is raised, but then is properly clarified, the authenticity of the preacher’s call is reinforced; it is never in doubt at any stage.</p>"
2895,"<p lang=""en"">The names of many of the prophets to whom the Quran refers again and again do not find a place in the recorded history of humanity. This shows that the scholars who were their contemporaries did not attach any importance to them. They wrote zealously about kings and military heroes, because there was political colour in their lives, but they ignored the prophets, because there was nothing in their lives to feed their political tastes. Surprisingly, this attitude is prevalent even today. Those who attain prominence on the political platform, immediately find a place in the media. Those who work in non-political fields are not considered either mentionable or memorable. The most important thing required of a man is that he should learn lessons from events, but this is exactly what he fails to do. This is as true now as it was in the past.</p>"
2938,"<p lang=""en"">The call for Truth reveals itself with total clarity. The sign of a call being Divine is that everything is clear and based on clear arguments. One may deny it, but nobody would be in a position to say that he has not grasped its message. ‘It may be that you will destroy yourself.’ These words show the very strong feelings of well-wishing that a preacher has towards his addressees. The desire to spread the word of God gushes forth from such pure feelings. So, when God’s envoy observes that an addressee does not accept his message, he worries about him as a mother would worry about the welfare of her child. This sentence of the Quran is the confirmation of the benevalent feelings of the preacher and does not indicate criticism of his addressee. The call for Truth is the call of God. God is that Being who is all-powerful but who nevertheless may be denied or rebelled against. But, this present position is in accordance with God’s own plan. God wants such human beings to settle in paradise as are able to recognise the Truth in this world full of deception, and who bow down before Him without any compulsion. The selection of such individuals may be made only under conditions where everyone enjoys complete freedom of thought and action.</p>"
2941,"<p lang=""en"">The sprouting of a green and flourishing tree from the earth is as wonderful an event as the sudden emergence of a camel from the earth and its starting to walk on its surface. People are wonder-struck by the second type of incident, though the more wonderful incidents are always happening on the earth without their learning any lesson from it. Almighty God wants man to notice the extraordinary but hidden aspects of ordinary events. In the events happening in the chain of cause and effect, he should be able to observe the direct role of God. Those who display this high degree of insight are the ones who will be treated as having faith in God and the ones who will be blessed with the eternal grace of God.</p>"
2946,"<p lang=""en"">Moses was required to preach monotheism to Pharaoh of Egypt, the king of the greatest and most civilized empire of his times. Moses on the contrary, belonged to the Children of Israel, whose status in Egypt was like that of slaves and labourers. Another factor in his disfavour was that one of the Pharaoh’s community had died accidentally at his hands. Moses had the feeling too that he was lacking in the necessary power of expression. Almighty God nevertheless chose Moses to carry out the mission of conveying His message. The fact is that God looks at the inner self of a man rather than at his visible condition. If someone has inner strength, God chooses him on the basis of that to carry out the tasks of His religion. But man has first to reveal his inner capabilities himself. Thereafter, if there are any outward shortcomings, they are compensated for by God.</p>"
2951,"<p lang=""en"">One chosen by God to represent Him is in every way under His protection. Moreover, he is given some special signs which indicate clearly that his mission is an affair of God. But, in spite of that, man has gone so far in transgression as not to admit this. The Quran does not specify the details of the demand made by Moses on Pharaoh with regard to the Children of Israel. But the Torah elaborates upon the subject in the following sections: Exodus 4/18,  <quran ref=/5/1-1>5/1</quran> ,  <quran ref=/8/25-27>8/25-27</quran> . According to the description in the Bible, it appears that this journey of Moses was not for the purpose of migration but for instruction. In Egypt, the cow was considered holy. Due to this centuries-old tradition, even the the Children of Israel had been influenced by this belief. Now, Moses wanted to take the Children of Israel out of the polytheistic atmosphere of Egypt for a few days, keep them in a pure atmosphere and re-educate them.</p>"
2954,"<p lang=""en"">Moses called for the acceptance of Monotheism in Pharaoh’s presence and showed him the miracles of his rod and the shining bright hand. Then, in order to belittle Moses’s importance, Pharaoh reminded him of two facts about his earlier life—one, that Moses had been brought up in Pharaoh’s house in his childhood and the other that he was responsible for the killing of a Copt. In reply, Moses said that his (Moses’s) being brought up in Pharaoh’s palace had occurred due to his own (Pharaoh’s) oppressive action. Since the latter had ordered the killing of the Children of Israel’s offspring, Moses’s mother put him in a basket and floated it down the river. It was Pharaoh’s wife—the queen—who then retrieved Moses from the river and brought him up in her palace. As for the killing of the Copt, Moses said that he had not done it purposely. He had been defending his Israelite brother from the violent aggression of the Copt when the latter died accidentally. After this incident, Moses left Egypt and went to Madyan where he lived for many years. Perhaps it was necessary for Moses’s training to leave the artificial atmosphere of the city and to spend a few years in the free atmosphere of a village. When he was on his way back from Madyan to Egypt, Almighty God conferred prophethood upon him.</p>"
2955,"<p lang=""en"">‘What is this: Lord of the Worlds?’ This utterance of Pharaoh was meant to convey ridicule rather than ask a question. But Moses, without being irritated, replied to him in a normal manner. Again Pharaoh sought to show his disapproval of Moses by asking his courtiers, ‘Did you hear?’ Moses ignored this also and continued with what he had to say.</p>"
2965,"<p lang=""en"">Moses continued the argument in favour of Monotheism with Pharaoh. Pharaoh then became irritated and called Moses a madman. But, even then, Moses did not lose his temper. Pharaoh then threatened him with imprisonment. Then, by way of argument, Moses demonstrated his final miracle. Now, Pharaoh had no scope to say anything further. Even then, he did not accept defeat. In order to belittle Moses’s importance, he said that this was not any divine event, but simply a magical feat that any magician could perform.</p>"
2967,"<p lang=""en"">Moses’s mission was totally peaceful and it had no direct relation with politics or government. But, just in order to incite his people against Moses, Pharaoh said that he (Moses) wanted to oust them from their country. Pharaoh’s insincerity is clear from the very fact that Moses had already asked Pharaoh to allow him to take his community out of Egypt along with him. But Pharaoh twisted Moses’ words and said that the latter wanted to oust him and his community from Egypt.</p>"
2974,"<p lang=""en"">Pharaoh and his courtiers considered Moses’s feats as magical in nature. So, they planned to counter them by magic. Their imagination took them no further than thinking that if Moses could change a rod into a snake, their magicians could also change sticks into snakes. They had no knowledge beyond that. They considered Moses’s actions as those of a human being and that is why they wanted to counter them by human means. They did not know the secret that Moses’s mission was a divine mission, and which human being can clash with God? The annual national festival day of the Egyptians was appointed the day for the competition between Moses and the magicians. And for this purpose, a big open area was chosen so that a large number of people could gather and give as much encouragement to the magicians as possible.</p>"
2980,"<p lang=""en"">The magicians threw down their ropes and sticks, and the spectators felt as if these ropes and sticks had changed into snakes and were running along the ground. But this was not a real change. It was simply an optical illusion, whereas, the changing of Moses’s rod into a snake was a miracle of God. So when Moses’s rod became a snake and started moving along the ground, it instantly nullified the spell cast by the magicians. Thereafter, the magician’s ropes and sticks reverted to being the ropes and sticks that they actually were. Earlier, the magicians had considered Moses to be a magician like themselves. But, the aforesaid experience opened their eyes. They were well versed in the art of magic. So, they immediately understood that this was not magic but prophethood. However, it was possible that they could have refused to accept the Truth and, like Pharaoh, could have uttered some falsities in order to reject Moses. But, it is impossible for a man who is intellectually alive not to accept the Truth when it fully reveals itself before him. The magicians were persons who were alive in this manner. So, they immediately accepted Moses’s truthfulness.</p>"
3165,"<p lang=""en"">When Truth appears before a man and he accepts it without any reservation, he immediately finds himself on the right path. His life becomes righteous in every respect. But, one who is not prepared to mould himself in accordance with the Truth, is forced to twist reality to suit himself. From this develops an attitude of perverseness which is expressed here as ‘their actions appear beautiful to them’ (zayyanna lahum a‘malahum). One with such an attitude seeks self-made arguments to justify  his behaviour. These so-called arguments gradually take hold of his mind in such a way that he believes them  to be perfectly correct.  In the light of his false reasoning, his misdeeds appear virtuous to him. Those to whom God has made their misdeeds appear beautiful are those who are not serious about the call to accept the Truth. As a result of this thinking, they become completely unmindful of self-reformation. They have to pay a heavy price for this tendency of theirs to consider their wrong as right: the path they tread leads straight to hell.</p>"
3167,"<p lang=""en"">Moses left Egypt and went to Midian (or Madyan), which was situated on the eastern coast of the Gulf of Aqaba. He spent eight years there. Then he left along with his wife for Egypt. During this journey, he reached the foot of a mountain which was situated on a peninsula projecting into the Red Sea. This mountain was called Tur in ancient days and is now known as Gebel Moses. It was probably a winter night. Moses saw something, which to him looked like a fire far away on the mountain side. He went towards it. But on drawing near, he found that it was God’s light and not a fire lit by human beings. There is an ancient tree at the place on the mountain where Moses saw the light. It is said that this is the very same tree from which God’s voice was heard by Moses. The Christians subsequently constructed a church and a monastery at this place which till today is a place of pilgrimage.</p>"
3173,"<p lang=""en"">Moses had gone to the mountain to obtain a burning brand. But after reaching it, he came to know that he had been called there to have prophethood bestowed upon him. When Almighty God blesses any subject of His with a special gift, He gives it suddenly and unexpectedly, so that the recipient may attribute it directly to God and develop in himself the most profound feelings of gratitude towards Him. On the one hand, the community of Moses (the Children of Israel), though a believing community, had degenerated. On the other, Moses had to proclaim the message of God to a tyrant king like Pharaoh. Therefore, Almighty God blessed him with the miracle of the stick at the very beginning of his mission. This stick was an enduring divine power for Moses, by means of which nine miracles were performed to awe the Pharaoh, apart from the miracles which were meant for the Children of Israel. The miracles of Moses finally established his truthfulness. In spite of this, Pharaoh and his companions did not accept him. The reasons for this were their proneness to transgression, their false pride, and their unwillingness to curtail their freedom. Moreover, they knew that accepting Moses’s preaching would amount to negating their own greatness. And who accepts Truth at the expense of his own greatness?</p>"
3175,"<p lang=""en"">David was the prophet and king of the Children of Israel. His son, Solomon, succeeded him as prophet and king. Solomon’s empire extended from Palestine to Transjordan. God had given him different kinds of useful knowledge. Also, he was blessed with many things by way of miracles, for example, his ability to understand the language of birds, train them and use them to transmit messages, etc. Solomon enjoyed extraordinary superiority over his contemporaries. But this superiority only created a feeling of humility in him. Whatever he had he considered a direct gift from God. The period of Solomon’s empire extended from 965 B.C. to 926 B.C.</p>"
3178,"<p lang=""en"">In Solomon’s army there were not only human beings but also genies and birds. Once Solomon’s army passed through a valley where there was a large number of ants. On this occasion Solomon understood what the ants were saying to each other. Such an incident would be enough to give rise to conceit and pride in an ordinary man. But, Solomon became the embodiment of gratitude on this account. He fully attributed to God whatever appeared to be his—and this is the way of a pious and righteous man.</p>"
3185,"<p lang=""en"">The Sabeans were a wealthy community of ancient times (1100 B.C. to 115B.C.).  Their country was located in Ma‘arib (Yemen), where its grand ruins are still in existence. During Solomon’s period, this area was under the rule of a queen called Sheba (Bilqis). The people of this place used to worship the sun, Satan having taught them that the only thing worth worshipping was whatever was most prominent. As the sun was the most prominent of all visible things, only the sun, therefore, deserved to be considered a god and worshipped. Solomon received detailed information about the Sabeans through the hoopoe bird. This hoopoe perhaps belonged to Solomon’s army of birds  and possibly received regular training.</p>"
3194,"<p lang=""en"">The Queen of Sheba viewed the matter quite realistically. She realised that if she resisted the might of Solomon, there was a strong possibility of her being defeated and then her nation would be treated as every vanquished nation is treated by a victorious nation. On the contrary, she thought, she would be saved if she surrendered. However, the queen pursued the course  of sending gifts to him by way of initial feelers, so that she might know whether Soloman desired wealth, or if not, whether he had any other demands based on some other principle.</p>"
3196,"<p lang=""en"">In comparison with the invaluable wealth, which Solomon had received in the shape of prophethood and the realisation of God, every other kind of wealth was worthless in his eyes. So, when gifts of gold and silver were presented to him on behalf of the Queen of Sheba, he did not even look at them. In the way he conducted himself, Solomon gave the emissaries of the Queen of Sheba the impression that his real concern was that of principle and not of self-interest. The Quranic commentator Ibn Kathir, by way of explanation, paraphrases Solomon’s words, ‘Do you want to influence me with your wealth so that I should let you off along with your polytheism and allow you to keep your kingdom?’ The power and empire of Solomon were the gifts of God. Similarly, the manner in which he dealt with the kingdom of the Sabeans was also a godly matter. Shah Abdul Quadir (Dehlavi) writes in connection with verse 37, ‘No other prophet spoke like this. Soloman had the force of God Almighty’s empire behind him, so he spoke like this.’</p>"
3199,"<p lang=""en"">Though Solomon was endowed with extraordinary power, he planned to subjugate the Sabean people by demonstrating his power rather than by using it. So, through a special agent of his, he arranged to have the Queen’s throne shifted from her palace in Ma‘arib to Jerusalem (Palestine). The idea of having the throne brought to him probably occurred to him when on the return of the presents, the Queen of Sheba started out from Yemen for Palestine, so that she could come to Solomon’s court and have direct talks with him. This journey of the Queen, undertaken with much pomp and ceremony, must have started after her diplomatic deputation had returned and narrated to her the wise words of Solomon, testified to the nobility of his character and described the magnificence of his court. The distance between Ma‘arib and Jerusalem is about fifteen hundred miles. This long distance was covered in such a way that no sooner had the words of command fallen from Solomon’s lips than the jewel-studded throne was there before him. In spite of this extraordinary power, feelings of pride did not arise in him. He remained the embodiment of modesty and kept bowing down before God.</p>"
3203,"<p lang=""en"">The Queen of Sheba set forth from her country and reached Jerusalem. When she came to meet Solomon, the Queen, to her surprise, was asked whether her own throne resemebled the throne she saw at the palace. The Queen admitted that she was wonderstuck to see this throne which was exactly similar to her own. The throne which she had kept safe in her palace in Ma‘arib, had mysteriously traversed a distance of fifteen hundred miles and reached Jerusalem. After entering Solomon’s palace, the Queen of Sheba reached a room where the floor was made of thick, transparent slabs of glass with water flowing beneath them. Mistaking the floor for a pool of water, the Queen quickly pulled up her garment to prevent it from getting wet. Seeing this, Solomon explained to her that it was just the floor and not water. In this way, she was made to realise how outward appearances may deceive the understanding of men, the inner reality often being different from what meets the eye. Similarly, man starts worshipping the sun and moon because of their prominence, but the real God is beyond these visible phenomena. The Queen of Sheba had so far been worshipping the sun under the influence of the conventions of her nation. But, in the company of Solomon, whatever she heard and whatever she saw, completely banished from her mind all impressions of the majesty of anything other than God. Consequently, she renounced the religion of polytheism and whole-heartedly embraced the religion of monotheism.</p>"
3258,"<p lang=""en"">Pharaoh is mentioned here as being guilty of creating great unrest in his land. He gave every conceivable advantage to his race (Egyptians) and deprived the Israelites of all facilities. Not only this, he also started having their newborn children killed so that their race should gradually be exterminated. Pharaoh’s unfair discrimination between the two races of Egypt amounted to interference with the system of nature that is, ‘fasad,’ in terms of God’s laws. Decisions regarding honour and dishonour are made by God. God’s decision was contrary to Pharaoh’s will. God decided to give honour and power to the Children of Israel and to destroy Pharaoh along with his armies. On conclusion of the missionary process through Moses, Pharaoh, though  given a last chance to reform, proved himself to be deserving of punishment. Therefore, God ordained that he be drowned in the sea so that nothing should be left of his influence in Egypt. Subsequently, Children of Israel who had left Egypt were made rulers of Syria and Palestine.</p>"
3261,"<p lang=""en"">In the period when Moses was born, the children of the Israelites were being killed. Moses’ mother was worried on this account. At that time, probably by means of a dream, she was shown how he could escape if she put him in a small box and floated it down the river Nile. Three months later, she floated Moses in a small boat. While floating, this boat arrived in front of Pharaoh’s palace. Pharaoh’s wife (Aasia) who was a virtuous lady, was filled with pity on seeing the innocent and charming face of Moses. So, on her advice, Moses was kept in Pharaoh’s palace. Tradition has it that at this juncture, Pharaoh’s wife said that the baby may become a source of happiness for them. Pharaoh replied saying, ‘For you, not for me.’ Pharaoh might have said so because of being emotionally unattached but it later turned out to be true.</p>"
3266,"<p lang=""en"">The process of the protection of Moses is attributed entirely to God, though the sequence of events seems to have taken place as per the ‘cause and effect’ principle. One can gather from this, that in the present world of trial, God’s will manifests itself in terms of the ‘cause and effect’ chain and not in the form of supernatural wonders or magical feats. Moses was set afloat in the river in a state of helplessness, but he reached the bank safe and sound. The king ruling at the time planned to kill him, but God ordained that he be brought up by that very king. He was born in an ordinary family, but God so arranged matters that he became connected with the royal palace and became  acquainted with the learning and etiquette of the highest standard. This is an example which shows that Almighty God’s powers are unlimited and there is nobody who can prevent His plans from coming into effect.</p>"
