id,text,foot_notes
2588,Walaqad katabna fee azzaboorimin baAAdi aththikri anna al-arda yarithuhaAAibadiya assalihoon,
2589,Inna fee hatha labalaghanliqawmin AAabideen,
2590,Wama arsalnaka illa rahmatanlilAAalameen,
2591,Qul innama yooha ilayya annamailahukum ilahun wahidun fahal antummuslimoon,
2592,Fa-in tawallaw faqul athantukum AAalasawa-in wa-in adree aqareebun am baAAeedun matooAAadoon,
2593,Innahu yaAAlamu aljahra mina alqawliwayaAAlamu ma taktumoon,
2594,Wa-in adree laAAallahu fitnatun lakum wamataAAunila heen,
2595,Qala rabbi ohkum bilhaqqiwarabbuna arrahmanu almustaAAanuAAala ma tasifoon,
2596,Ya ayyuha annasuittaqoo rabbakum inna zalzalata assaAAati shay-onAAatheem,
2597,Yawma tarawnaha tathhalu kullumurdiAAatin AAamma ardaAAat watadaAAukullu thati hamlin hamlaha wataraannasa sukara wama hum bisukarawalakinna AAathaba Allahi shadeed,
2598,Wamina annasi man yujadilufee Allahi bighayri AAilmin wayattabiAAu kulla shaytaninmareed,
2599,Kutiba AAalayhi annahu man tawallahufaannahu yudilluhu wayahdeehi ila AAathabi assaAAeer,
2600,Ya ayyuha annasuin kuntum fee raybin mina albaAAthi fa-inna khalaqnakummin turabin thumma min nutfatin thumma minAAalaqatin thumma min mudghatin mukhallaqatin waghayrimukhallaqatin linubayyina lakum wanuqirru fee al-arhami manashao ila ajalin musamman thumma nukhrijukum tiflanthumma litablughoo ashuddakum waminkum man yutawaffawaminkum man yuraddu ila arthali alAAumuri likaylayaAAlama min baAAdi AAilmin shay-an watara al-ardahamidatan fa-itha anzalna AAalayhaalmaa ihtazzat warabat waanbatat min kulli zawjin baheej,
2601,Thalika bi-anna Allaha huwa alhaqquwaannahu yuhyee almawta waannahu AAala kullishay-in qadeer,
2602,Waanna assaAAata atiyatunla rayba feeha waanna Allaha yabAAathu manfee alquboor,
2603,Wamina annasi man yujadilufee Allahi bighayri AAilmin wala hudan walakitabin muneer,
2604,Thaniya AAitfihi liyudillaAAan sabeeli Allahi lahu fee addunyakhizyun wanutheequhu yawma alqiyamati AAathabaalhareeq,
2605,Thalika bima qaddamat yadakawaanna Allaha laysa bithallaminlilAAabeed,
2606,Wamina annasi man yaAAbuduAllaha AAala harfin fa-in asabahukhayrun itmaanna bihi wa-in asabat-hu fitnatuninqalaba AAala wajhihi khasira addunya wal-akhiratathalika huwa alkhusranu almubeen,
2607,YadAAoo min dooni Allahi ma layadurruhu wama la yanfaAAuhu thalikahuwa addalalu albaAAeed,
2608,YadAAoo laman darruhu aqrabu minnafAAihi labi/sa almawla walabi/sa alAAasheer,
2609,Inna Allaha yudkhilu allatheenaamanoo waAAamiloo assalihati jannatintajree min tahtiha al-anharu inna AllahayafAAalu ma yureed,
2610,Man kana yathunnu anlan yansurahu Allahu fee addunya wal-akhiratifalyamdud bisababin ila assama-i thummaliyaqtaAA falyanthur hal yuthhibannakayduhu ma yagheeth,
2611,Wakathalika anzalnahu ayatinbayyinatin waanna Allaha yahdee man yureed,
2612,Inna allatheena amanoo wallatheenahadoo wassabi-eena wannasarawalmajoosa wallatheena ashrakoo inna Allahayafsilu baynahum yawma alqiyamati inna AllahaAAala kulli shay-in shaheed,
2613,Alam tara anna Allaha yasjudu lahuman fee assamawati waman fee al-ardiwashshamsu walqamaru wannujoomu waljibaluwashshajaru waddawabbu wakatheerun minaannasi wakatheerun haqqa AAalayhi alAAathabuwaman yuhini Allahu fama lahu min mukrimin inna AllahayafAAalu ma yasha/,
2614,Hathani khasmani ikhtasamoofee rabbihim fallatheena kafaroo quttiAAatlahum thiyabun min narin yusabbu min fawqiruoosihimu alhameem,
2615,Yusharu bihi ma fee butoonihimwaljulood,
2616,Walahum maqamiAAu min hadeed,
2617,Kullama aradoo an yakhrujoominha min ghammin oAAeedoo feeha wathooqooAAathaba alhareeq,
2618,Inna Allaha yudkhilu allatheenaamanoo waAAamiloo assalihati jannatintajree min tahtiha al-anharu yuhallawnafeeha min asawira min thahabin walu/lu-anwalibasuhum feeha hareer,
2619,Wahudoo ila attayyibimina alqawli wahudoo ila sirati alhameed,
2620,Inna allatheena kafaroo wayasuddoonaAAan sabeeli Allahi walmasjidi alharamiallathee jaAAalnahu linnasi sawaanalAAakifu feehi walbadi waman yurid feehibi-ilhadin bithulmin nuthiqhu min AAathabinaleem,
2621,Wa-ith bawwa/na li-ibraheemamakana albayti an la tushrik bee shay-an watahhirbaytiya litta-ifeena walqa-imeenawarrukkaAAi assujood,
2622,Waaththin fee annasibilhajji ya/tooka rijalan waAAalakulli damirin ya/teena min kulli fajjin AAameeq,
2623,Liyashhadoo manafiAAa lahum wayathkurooisma Allahi fee ayyamin maAAloomatin AAalama razaqahum min baheemati al-anAAami fakuloo minhawaatAAimoo alba-isa alfaqeer,
2624,Thumma lyaqdoo tafathahum walyoofoonuthoorahum walyattawwafoo bilbaytialAAateeq,
2625,Thalika waman yuAAaththimhurumati Allahi fahuwa khayrun lahu AAindarabbihi waohillat lakumu al-anAAamu illa mayutla AAalaykum fajtaniboo arrijsa minaal-awthani wajtaniboo qawla azzoor,
2626,Hunafaa lillahi ghayramushrikeena bihi waman yushrik billahi fakaannamakharra mina assama-i fatakhtafuhu attayruaw tahwee bihi arreehu fee makanin saheeq,
2627,Thalika waman yuAAaththimshaAAa-ira Allahi fa-innaha min taqwaalquloob,
2628,Lakum feeha manafiAAu ilaajalin musamman thumma mahilluha ila albaytialAAateeq,
2629,Walikulli ommatin jaAAalna mansakanliyathkuroo isma Allahi AAala marazaqahum min baheemati al-anAAami fa-ilahukum ilahunwahidun falahu aslimoo wabashshiri almukhbiteen,
2630,Allatheena itha thukiraAllahu wajilat quloobuhum wassabireenaAAala ma asabahum walmuqeemee assalatiwamimma razaqnahum yunfiqoon,
2631,Walbudna jaAAalnahalakum min shaAAa-iri Allahi lakum feehakhayrun fathkuroo isma Allahi AAalayhasawaffa fa-itha wajabat junoobuhafakuloo minha waatAAimoo alqaniAAa walmuAAtarrakathalika sakhkharnaha lakum laAAallakumtashkuroon,
2632,Lan yanala Allaha luhoomuhawala dimaoha walakin yanaluhuattaqwa minkum kathalika sakhkharahalakum litukabbiroo Allaha AAala ma hadakumwabashshiri almuhsineen,
2633,Inna Allaha yudafiAAu AAaniallatheena amanoo inna Allaha la yuhibbukulla khawwanin kafoor,
2634,Othina lillatheena yuqataloonabi-annahum thulimoo wa-inna Allaha AAalanasrihim laqadeer,
2635,Allatheena okhrijoo min diyarihimbighayri haqqin illa an yaqooloo rabbuna Allahuwalawla dafAAu Allahi annasa baAAdahumbibaAAdin lahuddimat sawamiAAu wabiyaAAun wasalawatunwamasajidu yuthkaru feeha ismu Allahikatheeran walayansuranna Allahu man yansuruhuinna Allaha laqawiyyun AAazeez,
2636,Allatheena in makkannahum feeal-ardi aqamoo assalata waatawooazzakata waamaroo bilmaAAroofi wanahawAAani almunkari walillahi AAaqibatu al-omoor,
2637,Wa-in yukaththibooka faqad kaththabatqablahum qawmu noohin waAAadun wathamood,
2638,Waqawmu ibraheema waqawmu loot,
2639,Waas-habu madyana wakuththibamoosa faamlaytu lilkafireena thumma akhathtuhumfakayfa kana nakeer,
2640,Fakaayyin min qaryatin ahlaknahawahiya thalimatun fahiya khawiyatunAAala AAurooshiha wabi/rin muAAattalatinwaqasrin masheed,
2641,Afalam yaseeroo fee al-ardi fatakoonalahum quloobun yaAAqiloona biha aw athanunyasmaAAoona biha fa-innaha la taAAmaal-absaru walakin taAAma alquloobu allateefee assudoor,
2642,WayastaAAjiloonaka bilAAathabiwalan yukhlifa Allahu waAAdahu wa-inna yawman AAindarabbika kaalfi sanatin mimma taAAuddoon,
2643,Wakaayyin min qaryatin amlaytu lahawahiya thalimatun thumma akhathtuhawa-ilayya almaseer,
2644,Qul ya ayyuha annasuinnama ana lakum natheerun mubeen,
2645,Fallatheena amanoowaAAamiloo assalihati lahum maghfiratunwarizqun kareem,
2646,Wallatheena saAAaw fee ayatinamuAAajizeena ola-ika as-habu aljaheem,
2647,Wama arsalna min qablika minrasoolin wala nabiyyin illa itha tamannaalqa ashshaytanu fee omniyyatihi fayansakhuAllahu ma yulqee ashshaytanu thummayuhkimu Allahu ayatihi wallahuAAaleemun hakeem,
2648,LiyajAAala ma yulqee ashshaytanufitnatan lillatheena fee quloobihim maradun walqasiyatiquloobuhum wa-inna aththalimeenalafee shiqaqin baAAeed,
2649,WaliyaAAlama allatheena ootooalAAilma annahu alhaqqu min rabbika fayu/minoo bihifatukhbita lahu quloobuhum wa-inna Allaha lahadiallatheena amanoo ila siratinmustaqeem,
2650,Wala yazalu allatheenakafaroo fee miryatin minhu hatta ta/tiyahumu assaAAatubaghtatan aw ya/tiyahum AAathabu yawmin AAaqeem,
2651,Almulku yawma-ithin lillahi yahkumubaynahum fallatheena amanoo waAAamiloo assalihatifee jannati annaAAeem,
2652,Wallatheena kafaroo wakaththaboobi-ayatina faola-ika lahum AAathabunmuheen,
2653,Wallatheena hajaroofee sabeeli Allahi thumma qutiloo aw matoolayarzuqannahumu Allahu rizqan hasanan wa-inna Allahalahuwa khayru arraziqeen,
2654,Layudkhilannahum mudkhalan yardawnahuwa-inna Allaha laAAaleemun haleem,
2655,Thalika waman AAaqaba bimithlima AAooqiba bihi thumma bughiya AAalayhi layansurannahuAllahu inna Allaha laAAafuwwun ghafoor,
2656,Thalika bi-anna Allaha yoolijuallayla fee annahari wayooliju annaharafee allayli waanna Allaha sameeAAun baseer,
2657,Thalika bi-anna Allaha huwa alhaqquwaanna ma yadAAoona min doonihi huwa albatiluwaanna Allaha huwa alAAaliyyu alkabeer,
2658,Alam tara anna Allaha anzala mina assama-imaan fatusbihu al-ardu mukhdarrataninna Allaha lateefun khabeer,
2659,Lahu ma fee assamawatiwama fee al-ardi wa-inna Allaha lahuwaalghaniyyu alhameed,
2660,Alam tara anna Allaha sakhkhara lakumma fee al-ardi walfulka tajree fee albahribi-amrihi wayumsiku assamaa an taqaAAa AAalaal-ardi illa bi-ithnihi inna Allahabinnasi laraoofun raheem,
2661,Wahuwa allathee ahyakumthumma yumeetukum thumma yuhyeekum inna al-insanalakafoor,
2662,Likulli ommatin jaAAalna mansakan humnasikoohu fala yunaziAAunnaka fee al-amri wadAAuila rabbika innaka laAAala hudan mustaqeem,
2663,Wa-in jadalooka faquli AllahuaAAlamu bima taAAmaloon,
2664,Allahu yahkumu baynakum yawmaalqiyamati feema kuntum feehi takhtalifoon,
2665,Alam taAAlam anna Allaha yaAAlamu mafee assama-i wal-ardi inna thalikafee kitabin inna thalika AAala Allahiyaseer,
2666,WayaAAbudoona min dooni Allahi malam yunazzil bihi sultanan wama laysa lahum bihiAAilmun wama liththalimeenamin naseer,
2667,Wa-itha tutla AAalayhim ayatunabayyinatin taAArifu fee wujoohi allatheena kafarooalmunkara yakadoona yastoona billatheenayatloona AAalayhim ayatina qulafaonabbi-okum bisharrin min thalikum annaruwaAAadaha Allahu allatheena kafaroo wabi/saalmaseer,
2668,Ya ayyuha annasuduriba mathalun fastamiAAoo lahu inna allatheenatadAAoona min dooni Allahi lan yakhluqoo thubabanwalawi ijtamaAAoo lahu wa-in yaslubuhumu aththubabushay-an la yastanqithoohu minhu daAAufa attalibuwalmatloob,
2669,Ma qadaroo Allaha haqqaqadrihi inna Allaha laqawiyyun AAazeez,
2670,Allahu yastafee mina almala-ikatirusulan wamina annasi inna Allaha sameeAAunbaseer,
2671,YaAAlamu ma bayna aydeehim wamakhalfahum wa-ila Allahi turjaAAu al-omoor,
2672,Ya ayyuha allatheena amanooirkaAAoo wasjudoo waAAbudoo rabbakum wafAAalooalkhayra laAAallakum tuflihoon,
2673,Wajahidoo fee Allahi haqqajihadihi huwa ijtabakum wama jaAAalaAAalaykum fee addeeni min harajin millata abeekumibraheema huwa sammakumu almuslimeena min qabluwafee hatha liyakoona arrasoolu shaheedanAAalaykum watakoonoo shuhadaa AAala annasifaaqeemoo assalata waatoo azzakatawaAAtasimoo billahi huwa mawlakumfaniAAma almawla waniAAma annaseer,
2674,Qad aflaha almu/minoon,
2675,Allatheena hum fee salatihimkhashiAAoon,
2676,Wallatheena hum AAani allaghwimuAAridoon,
2677,Wallatheena hum lizzakatifaAAiloon,
2678,Wallatheena hum lifuroojihim hafithoon,
2679,Illa AAala azwajihim awma malakat aymanuhum fa-innahum ghayru maloomeen,
2680,Famani ibtagha waraa thalikafaola-ika humu alAAadoon,
2681,Wallatheena hum li-amanatihimwaAAahdihim raAAoon,
2682,Wallatheena hum AAala salawatihimyuhafithoon,
2683,Ola-ika humu alwarithoon,
2684,Allatheena yarithoona alfirdawsa humfeeha khalidoon,
2685,Walaqad khalaqna al-insana minsulalatin min teen,
2686,Thumma jaAAalnahu nutfatan feeqararin makeen,
2687,Thumma khalaqna annutfataAAalaqatan fakhalaqna alAAalaqata mudghatanfakhalaqna almudghata AAithamanfakasawna alAAithama lahmanthumma ansha/nahu khalqan akhara fatabarakaAllahu ahsanu alkhaliqeen,
2688,Thumma innakum baAAda thalikalamayyitoon,
2689,Thumma innakum yawma alqiyamatitubAAathoon,
2690,Walaqad khalaqna fawqakum sabAAa tara-iqawama kunna AAani alkhalqi ghafileen,
2691,Waanzalna mina assama-imaan biqadarin faaskannahu fee al-ardiwa-inna AAala thahabin bihi laqadiroon,
2692,Faansha/na lakum bihi jannatinmin nakheelin waaAAnabin lakum feeha fawakihukatheeratun waminha ta/kuloon,
2693,Washajaratan takhruju min toori saynaatanbutu bidduhni wasibghin lilakileen,
2694,Wa-inna lakum fee al-anAAamilaAAibratan nusqeekum mimma fee butoonihawalakum feeha manafiAAu katheeratun waminhata/kuloon,
2695,WaAAalayha waAAala alfulki tuhmaloon,
2696,Walaqad arsalna noohan ilaqawmihi faqala ya qawmi oAAbudoo Allaha malakum min ilahin ghayruhu afala tattaqoon,
2697,Faqala almalao allatheenakafaroo min qawmihi ma hatha illa basharunmithlukum yureedu an yatafaddala AAalaykum walaw shaaAllahu laanzala mala-ikatan ma samiAAnabihatha fee aba-ina al-awwaleen,
2698,In huwa illa rajulun bihi jinnatunfatarabbasoo bihi hatta heen,
2699,Qala rabbi onsurnee bimakaththaboon,
2700,Faawhayna ilayhi ani isnaAAialfulka bi-aAAyunina wawahyina fa-ithajaa amruna wafara attannooru faslukfeeha min kullin zawjayni ithnayni waahlaka illaman sabaqa AAalayhi alqawlu minhum wala tukhatibneefee allatheena thalamoo innahum mughraqoon,
2701,Fa-itha istawayta anta waman maAAakaAAala alfulki faquli alhamdu lillahi allatheenajjana mina alqawmi aththalimeen,
2702,Waqul rabbi anzilnee munzalan mubarakanwaanta khayru almunzileen,
2703,Inna fee thalika laayatinwa-in kunna lamubtaleen,
2704,Thumma ansha/na min baAAdihim qarnan akhareen,
2705,Faarsalna feehim rasoolan minhum anioAAbudoo Allaha ma lakum min ilahin ghayruhuafala tattaqoon,
2706,Waqala almalao min qawmihi allatheenakafaroo wakaththaboo biliqa-i al-akhiratiwaatrafnahum fee alhayati addunyama hatha illa basharun mithlukum ya/kulumimma ta/kuloona minhu wayashrabu mimma tashraboon,
2707,Wala-in ataAAtum basharan mithlakuminnakum ithan lakhasiroon,
2708,AyaAAidukum annakum itha mittumwakuntum turaban waAAithaman annakummukhrajoon,
2709,Hayhata hayhata limatooAAadoon,
2710,In hiya illa hayatunaaddunya namootu wanahya wamanahnu bimabAAootheen,
2711,In huwa illa rajulun iftaraAAala Allahi kathiban wama nahnulahu bimu/mineen,
2712,Qala rabbi onsurnee bimakaththaboon,
2713,Qala AAamma qaleelin layusbihunnanadimeen,
2714,Faakhathat-humu assayhatubilhaqqi fajaAAalnahum ghuthaanfabuAAdan lilqawmi aththalimeen,
2715,Thumma ansha/na min baAAdihimquroonan akhareen,
2716,Ma tasbiqu min ommatin ajalahawama yasta/khiroon,
2717,Thumma arsalna rusulana tatrakulla ma jaa ommatan rasooluha kaththaboohufaatbaAAna baAAdahum baAAdan wajaAAalnahumahadeetha fabuAAdan liqawmin la yu/minoon,
2718,Thumma arsalna moosa waakhahuharoona bi-ayatina wasultaninmubeen,
2719,Ila firAAawna wamala-ihi fastakbaroowakanoo qawman AAaleen,
2720,Faqaloo anu/minu libasharayni mithlinawaqawmuhuma lana AAabidoon,
2721,Fakaththaboohuma fakanoomina almuhlakeen,
2722,Walaqad atayna moosaalkitaba laAAallahum yahtadoon,
2723,WajaAAalna ibna maryama waommahu ayatanwaawaynahuma ila rabwatin thatiqararin wamaAAeen,
2724,Ya ayyuha arrusulukuloo mina attayyibati waAAmaloo salihaninnee bima taAAmaloona AAaleem,
2725,Wa-inna hathihi ommatukum ommatan wahidatanwaana rabbukum fattaqoon,
2726,FataqattaAAoo amrahum baynahumzuburan kullu hizbin bima ladayhim farihoon,
2727,Fatharhum fee ghamratihim hattaheen,
2728,Ayahsaboona annama numidduhumbihi min malin wabaneen,
2729,NusariAAu lahum fee alkhayratibal la yashAAuroon,
2730,Inna allatheena hum min khashyatirabbihim mushfiqoon,
2731,Wallatheena hum bi-ayatirabbihim yu/minoon,
2732,Wallatheena hum birabbihim layushrikoon,
2733,Wallatheena yu/toona maataw waquloobuhum wajilatun annahum ila rabbihim rajiAAoon,
2734,Ola-ika yusariAAoona feealkhayrati wahum laha sabiqoon,
2735,Wala nukallifu nafsan illawusAAaha waladayna kitabun yantiqu bilhaqqiwahum la yuthlamoon,
2736,Bal quloobuhum fee ghamratin min hathawalahum aAAmalun min dooni thalika hum lahaAAamiloon,
2737,Hatta itha akhathnamutrafeehim bilAAathabi itha hum yaj-aroon,
2738,La taj-aroo alyawma innakum minnala tunsaroon,
2739,Qad kanat ayatee tutlaAAalaykum fakuntum AAala aAAqabikum tankisoon,
2740,Mustakbireena bihi samiran tahjuroon,
2741,Afalam yaddabbaroo alqawla am jaahumma lam ya/ti abaahumu al-awwaleen,
2742,Am lam yaAArifoo rasoolahum fahum lahumunkiroon,
2743,Am yaqooloona bihi jinnatun bal jaahumbilhaqqi waaktharuhum lilhaqqi karihoon,
2744,Walawi ittabaAAa alhaqqu ahwaahumlafasadati assamawatu wal-arduwaman feehinna bal ataynahum bithikrihim fahum AAanthikrihim muAAridoon,
2745,Am tas-aluhum kharjan fakharajurabbika khayrun wahuwa khayru arraziqeen,
2746,Wa-innaka latadAAoohum ila siratinmustaqeem,
2747,Wa-inna allatheena layu/minoona bil-akhirati AAani assiratilanakiboon,
2748,Walaw rahimnahum wakashafnama bihim min durrin lalajjoo fee tughyanihimyaAAmahoon,
2749,Walaqad akhathnahum bilAAathabifama istakanoo lirabbihim wama yatadarraAAoon,
2750,Hatta itha fatahnaAAalayhim baban tha AAathabin shadeedin ithahum feehi mublisoon,
2751,Wahuwa allathee anshaa lakumu assamAAawal-absara wal-af-idata qaleelan matashkuroon,
2752,Wahuwa allathee tharaakum feeal-ardi wa-ilayhi tuhsharoon,
2753,Wahuwa allathee yuhyeewayumeetu walahu ikhtilafu allayli wannahariafala taAAqiloon,
2754,Bal qaloo mithla ma qalaal-awwaloon,
2755,Qaloo a-itha mitnawakunna turaban waAAithamana-inna lamabAAoothoon,
2756,Laqad wuAAidna nahnu waabaonahatha min qablu in hatha illa asateerual-awwaleen,
2757,Qul limani al-ardu waman feehain kuntum taAAlamoon,
2758,Sayaqooloona lillahi qul afalatathakkaroon,
2759,Qul man rabbu assamawatiassabAAi warabbu alAAarshi alAAatheem,
2760,Sayaqooloona lillahi qul afalatattaqoon,
2761,Qul man biyadihi malakootu kulli shay-inwahuwa yujeeru wala yujaru AAalayhi in kuntumtaAAlamoon,
2762,Sayaqooloona lillahi qul faannatusharoon,
2763,Bal ataynahum bilhaqqiwa-innahum lakathiboon,
2764,Ma ittakhatha Allahumin waladin wama kana maAAahu min ilahin ithanlathahaba kullu ilahin bima khalaqa walaAAalabaAAduhum AAala baAAdin subhana AllahiAAamma yasifoon,
2765,AAalimi alghaybi washshahadatifataAAala AAamma yushrikoon,
2766,Qul rabbi imma turiyannee mayooAAadoon,
2767,Rabbi fala tajAAalnee fee alqawmi aththalimeen,
2768,Wa-inna AAala an nuriyaka manaAAiduhum laqadiroon,
2769,IdfaAA billatee hiya ahsanu assayyi-atanahnu aAAlamu bima yasifoon,
2770,Waqul rabbi aAAoothu bika min hamazatiashshayateen,
2771,WaaAAoothu bika rabbi an yahduroon,
2772,Hatta itha jaa ahadahumualmawtu qala rabbi irjiAAoon,
2773,LaAAallee aAAmalu salihanfeema taraktu kalla innaha kalimatun huwa qa-iluhawamin wara-ihim barzakhun ila yawmi yubAAathoon,
2774,Fa-itha nufikha fee assoorifala ansaba baynahum yawma-ithin walayatasaaloon,
2775,Faman thaqulat mawazeenuhu faola-ikahumu almuflihoon,
2776,Waman khaffat mawazeenuhu faola-ikaallatheena khasiroo anfusahum fee jahannama khalidoon,
2777,Talfahu wujoohahumu annaruwahum feeha kalihoon,
2778,Alam takun ayatee tutlaAAalaykum fakuntum biha tukaththiboon,
2779,Qaloo rabbana ghalabatAAalayna shiqwatuna wakunna qawman dalleen,
2780,Rabbana akhrijna minhafa-in AAudna fa-inna thalimoon,
2781,Qala ikhsaoo feeha walatukallimoon,
2782,Innahu kana fareequn min AAibadeeyaqooloona rabbana amanna faghfirlana warhamna waanta khayru arrahimeen,
2783,Fattakhathtumoohumsikhriyyan hatta ansawkum thikree wakuntumminhum tadhakoon,
2784,Innee jazaytuhumu alyawma bima sabarooannahum humu alfa-izoon,
2785,Qala kam labithtum fee al-ardiAAadada sineen,
2786,Qaloo labithna yawman aw baAAdayawmin fas-ali alAAaddeen,
2787,Qala in labithtum illaqaleelan law annakum kuntum taAAlamoon,
2788,Afahasibtum annama khalaqnakumAAabathan waannakum ilayna la turjaAAoon,
2789,FataAAala Allahualmaliku alhaqqu la ilaha illa huwarabbu alAAarshi alkareem,
2790,Waman yadAAu maAAa Allahi ilahanakhara la burhana lahu bihi fa-innamahisabuhu AAinda rabbihi innahu la yuflihualkafiroon,
2791,Waqul rabbi ighfir warhamwaanta khayru arrahimeen,
2792,Sooratun anzalnaha wafaradnahawaanzalna feeha ayatin bayyinatinlaAAallakum tathakkaroon,
2793,Azzaniyatu wazzaneefajlidoo kulla wahidin minhuma mi-atajaldatin wala ta/khuthkum bihima ra/fatunfee deeni Allahi in kuntum tu/minoona billahiwalyawmi al-akhiri walyashhad AAathabahumata-ifatun mina almu/mineen,
2794,Azzanee la yankihuilla zaniyatan aw mushrikatan wazzaniyatula yankihuha illa zanin awmushrikun wahurrima thalika AAalaalmu/mineen,
2795,Wallatheena yarmoona almuhsanatithumma lam ya/too bi-arbaAAati shuhadaa fajlidoohumthamaneena jaldatan wala taqbaloo lahum shahadatanabadan waola-ika humu alfasiqoon,
2796,Illa allatheena taboomin baAAdi thalika waaslahoo fa-inna Allahaghafoorun raheem,
2797,Wallatheena yarmoona azwajahumwalam yakun lahum shuhadao illa anfusuhum fashahadatuahadihim arbaAAu shahadatin billahiinnahu lamina assadiqeen,
2798,Walkhamisatu anna laAAnata AllahiAAalayhi in kana mina alkathibeen,
2799,Wayadrao AAanha alAAathaba antashhada arbaAAa shahadatin billahiinnahu lamina alkathibeen,
2800,Walkhamisata anna ghadabaAllahi AAalayha in kana mina assadiqeen,
2801,Walawla fadlu AllahiAAalaykum warahmatuhu waanna Allaha tawwabunhakeem,
2802,Inna allatheena jaoo bil-ifkiAAusbatun minkum la tahsaboohu sharran lakumbal huwa khayrun lakum likulli imri-in minhum ma iktasabamina al-ithmi wallathee tawalla kibrahuminhum lahu AAathabun AAatheem,
2803,Lawla ith samiAAtumoohu thannaalmu/minoona walmu/minatu bi-anfusihim khayran waqaloohatha ifkun mubeen,
2804,Lawla jaoo AAalayhibi-arbaAAati shuhadaa fa-ith lam ya/too bishshuhada-ifaola-ika AAinda Allahi humu alkathiboon,
2805,Walawla fadlu AllahiAAalaykum warahmatuhu fee addunya wal-akhiratilamassakum fee ma afadtum feehi AAathabunAAatheem,
2806,Ith talaqqawnahu bi-alsinatikumwataqooloona bi-afwahikum ma laysa lakum bihiAAilmun watahsaboonahu hayyinan wahuwa AAinda AllahiAAatheem,
2807,Walawla ith samiAAtumoohuqultum ma yakoonu lana an natakallama bihathasubhanaka hatha buhtanun AAatheem,
2808,YaAAithukumu Allahu antaAAoodoo limithlihi abadan in kuntum mu/mineen,
2809,Wayubayyinu Allahu lakumu al-ayatiwallahu AAaleemun hakeem,
2810,Inna allatheena yuhibboona antasheeAAa alfahishatu fee allatheena amanoolahum AAathabun aleemun fee addunya wal-akhiratiwallahu yaAAlamu waantum la taAAlamoon,
2811,Walawla fadlu AllahiAAalaykum warahmatuhu waanna Allaha raoofun raheem,
2812,Ya ayyuha allatheena amanoola tattabiAAoo khutuwati ashshaytaniwaman yattabiAA khutuwati ashshaytanifa-innahu ya/muru bilfahsha-i walmunkariwalawla fadlu Allahi AAalaykum warahmatuhuma zaka minkum min ahadin abadan walakinnaAllaha yuzakkee man yashao wallahusameeAAun AAaleem,
2813,Wala ya/tali oloo alfadliminkum wassaAAati an yu/too olee alqurba walmasakeenawalmuhajireena fee sabeeli AllahiwalyaAAfoo walyasfahoo ala tuhibboonaan yaghfira Allahu lakum wallahu ghafoorunraheem,
2814,Inna allatheena yarmoona almuhsanatialghafilati almu/minati luAAinoo fee addunyawal-akhirati walahum AAathabun AAatheem,
2815,Yawma tashhadu AAalayhim alsinatuhumwaaydeehim waarjuluhum bima kanoo yaAAmaloon,
2816,Yawma-ithin yuwaffeehimu Allahudeenahumu alhaqqa wayaAAlamoona anna Allaha huwa alhaqqualmubeen,
2817,Alkhabeethatu lilkhabeetheena walkhabeethoonalilkhabeethati wattayyibatu littayyibeenawattayyiboona littayyibatiola-ika mubarraoona mimma yaqooloona lahummaghfiratun warizqun kareem,
2818,Ya ayyuha allatheena amanoola tadkhuloo buyootan ghayra buyootikum hattatasta/nisoo watusallimoo AAala ahliha thalikumkhayrun lakum laAAallakum tathakkaroon,
2819,Fa-in lam tajidoo feeha ahadanfala tadkhulooha hatta yu/thanalakum wa-in qeela lakumu irjiAAoo farjiAAoo huwa azkalakum wallahu bima taAAmaloona AAaleem,
2820,Laysa AAalaykum junahun an tadkhuloobuyootan ghayra maskoonatin feeha mataAAun lakum wallahuyaAAlamu ma tubdoona wama taktumoon,
2821,Qul lilmu/mineena yaghuddoo min absarihumwayahfathoo furoojahum thalika azkalahum inna Allaha khabeerun bima yasnaAAoon,
2822,Waqul lilmu/minati yaghdudnamin absarihinna wayahfathnafuroojahunna wala yubdeena zeenatahunna illa mathahara minha walyadribnabikhumurihinna AAala juyoobihinna wala yubdeenazeenatahunna illa libuAAoolatihinna aw aba-ihinnaaw aba-i buAAoolatihinna aw abna-ihinna awabna-i buAAoolatihinna aw ikhwanihinna aw baneeikhwanihinna aw banee akhawatihinna aw nisa-ihinnaaw ma malakat aymanuhunna awi attabiAAeenaghayri olee al-irbati mina arrijali awi attifliallatheena lam yathharoo AAala AAawratiannisa-i wala yadribnabi-arjulihinna liyuAAlama ma yukhfeena min zeenatihinnawatooboo ila Allahi jameeAAan ayyuhaalmu/minoona laAAallakum tuflihoon,
2823,Waankihoo al-ayamaminkum wassaliheena min AAibadikumwa-ima-ikum in yakoonoo fuqaraa yughnihimu Allahumin fadlihi wallahu wasiAAun AAaleem,
2824,WalyastaAAfifi allatheena layajidoona nikahan hatta yughniyahumu Allahumin fadlihi wallatheena yabtaghoona alkitabamimma malakat aymanukum fakatiboohum inAAalimtum feehim khayran waatoohum min mali Allahiallathee atakum wala tukrihoo fatayatikumAAala albigha-i in aradna tahassunanlitabtaghoo AAarada alhayati addunyawaman yukrihhunna fa-inna Allaha min baAAdi ikrahihinnaghafoorun raheem,
